id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm46867,Kuselan,MOVIE,"BalakrishnanandAshokaretwochildhoodfriendswholosetouchwitheachother.Oneofthemgoesontobecomeanationalfigureandtheother,avillagebarber.",2008,,160,"drama,family,comedy",IN,,tt1273218,4.8,1034,1.006,6.3
tm95507,ChancePeDance,MOVIE,"SameeristhearchetypalstrugglerwholeaveshisdadinDelhiandcomestoMumbai,chasingdreamsofbecomingastarinBollywood.Doeshemanagetosurvivethebleakandgruelingroundsofendlessauditions,brokenpromisesandmissedchances?",2010,G,121,"drama,music,romance,comedy",IN,,tt1392744,4.8,2979,3.357,5.3
tm75544,DhanDhanaDhanGoal,MOVIE,Abankruptsoccerteammustwinthechampionshiporbreakapart.,2007,PG,167,"drama,sport,thriller",IN,,tt1120897,5,2635,5.282,5.3
tm144263,AageySeRight,MOVIE,"AageSeRightisthestoryofchance,co-incidenceandreallifehumorbasedinthepresentdayMumbai.Thefilmspansoverfivedaysofpanic,chaosandmayhem!!!",2009,G,117,"comedy,crime,drama",IN,,tt1479667,5.2,411,1.216,5
tm21155,Falafel,MOVIE,EverythingbadthatcanhappenonthewaytoapartyhappenstoyoungTouonthisnighttimetripthoughBeirut.,2006,,80,"drama,european","LB,FR",,tt0922424,6.7,217,1.152,5.5
tm85369,Hattrick,MOVIE,"Despitecricketfeverrunningwild,therearetwopeopleinIndiawhodislikeitsinfluenceovertheirlives.ThefirstisDr.SatyajitChavan,whowillnotpermitanyoneinhishomenorthehospitaltoviewnorhearanythingrelatedtoit;andthesecondisKashmira,whoisrecentlymarriedtoSarabjeetSingh,andhatescricketasherhusbandisobsessedwithitandhasevenneglectedtobeattentiveleavealonetakeherforahoneymoon.ThenthereisHemandraPatel,locatedinEnglandforover10years,worksasanairportJanitor,buthastoldeveryoneheisaCustomsOfficer,isawaitingwordonhisbecomingaCitizen,buthisfaterestswithImmigrationOfficer,Cook,whohatesallPatels,includingSardarVallabhaiPatel.Watchhowtheworldcupinfluencesthem,andtheshockthatawaitsHemandrawhenhefindsthathisdaughterissecretlyseeinganEnglish-AfricanmalebythenameofSilver.",2007,PG,110,"drama,comedy,romance,sport",IN,,tt0979891,4.3,495,2.115,5
ts126804,MyMVPValentine,SHOW,"Ayoungmanwhoseliferevolvesaroundbasketballmustgiveupwhathelovesthemosttorepentforahorribletragedy.TuanChen-Feng(Hsing-shuYen),atalentedhighschoolbasketballplayer,isonthewaytothemostimportantcompetitionofhislifewhenheisinvolvedinacaraccidentthatparalyzesAngel(MichelleLee-WenLin),whohappenstobetheyoungersisterofhisbiggestrival,Iceman(Yi-FeiChen).",2002,TV-PG,69,drama,,1,tt6286390,6.8,28,,
tm341561,LikeTwentyImpossibles,MOVIE,"OccupiedPalestine:Aserenelandscapenowpockmarkedbymilitarycheckpoints.WhenaPalestinianfilmcrewdecidestoavertaclosedcheckpointbytakingaremotesideroad,thepoliticallandscapeunravels,andthepassengersareslowlytakenapartbythemundanebrutalityofmilitaryoccupation.",2003,,16,,PS,,,,,0.812,6.5
tm140653,LookforaStar,MOVIE,"WealthyconstructionmogulSamChing(AndyLau)andcabaretdancerMilanSit(QiShu)fallmadlyinlovewithoneanotherdespitetheclassdifferencesthatwouldkeepmanycouplesapart.However,whatSitdoesn'tknowisthatChingisthemanresponsibleforrazingabuildingrepresentingcherishedmemoriesfromherchildhood.Cantheylivehappilyeverafterifthissecretgetsout?",2009,,117,"comedy,romance,drama",HK,,tt1312156,5.6,719,2.345,5.1
tm311516,KoiAapSa,MOVIE,"AnemotionalMumbai-basedfootballplayer,Rohan(Shivdasani),seekstheassistanceofchildhoodfriend,Simran(Reddy),tosuccessfullywoofellow-collegian,Preeti(Sharma).SimranherselfisabouttobeengagedtoU.S-basedVicky(Malik).Aftertheengagementceremony,VickyreturnsbacktotheU.S-notrealisingthatbackinIndianothingisthesameanymore...",2005,,142,"romance,drama,comedy",IN,,tt0488840,5.5,262,1.445,7.2
ts29581,Unriddle,SHOW,"DetectiveHuXiaomanmeetslowlevelcriminalDaBaoduringaninvestigationofamissingheiress.Inspiteofbeingonoppositesidesofthelaw,thetwoworktogethertosolvecases.",2010,TV-14,44,"thriller,action,drama",SG,2,tt6194390,8,25,0.6,
tm152413,Talentime,MOVIE,"Atalentsearchcompetitionhasmatchedtwohearts-thatofMelur,aMalay-mixedgirlandanIndianmalestudent,Mahesh.Melur,withhermelodiousvoice,singingwhilstplayingthepianoisoneofthesevenfinalistsoftheTalentimecompetitionofherschoolorganisedbyCikguAdibah.LikewiseHafiz,enthrallingwithhisvocalisttalentwhileplayingtheguitar,divideshistimebetweenschoolandmother,whoishospitalisedforbraintumor.",2009,,120,drama,MY,,tt1351669,7.4,214,1.387,4.8
ts82583,TheFamilyCourt,SHOW,Fivelawyersfromdifferentfirmsdevelopastrongbondoffriendshipthatisoccasionallytestedbytheircourtcasesandgrowingromanticfeelings.,2010,TV-MA,45,drama,SG,1,tt9184102,,,1.4,
tm130999,DhoondteRehJaaoge,MOVIE,"AnandPawar(KunalKhemu)andRajChopra(PareshRawal)areperhapsthetwomostextremeindividualsthathavewalkedthecityofMumbai.WhileAnandisanidealistcharteredaccountant,Rajisanidlefilmproducer.",2009,PG,135,"comedy,drama",IN,,tt1391544,5.6,819,2.528,4.5
tm28024,AVerySpecialLove,MOVIE,"LaidaMagtalasisamodern-dayBellewhoworkshardtoprovideforherfamilywhilehopingthatsomedayshewillmeetherprincecharmingandthattheywilllivehappilyeveraftertogether.Thatwould-beprincecharmingisnoneotherthan""Miggy"",theyoungestmemberoftheMontenegroclan—awellestablishedfamilyinthebusinessworld.MoonyLaida'sdesiretofinallymeetMiggyleadshertoapplyasanEditorialAssistantathisnewlylaunchedmen’smagazine,""Bachelor"".InspiteofthefactthatarelationshipwithMiggymayprovetobealongshot,Laidarevelsworkinginsuchcloseproximitywiththemanofherdreams.",2008,PG,105,"comedy,drama,romance",PH,,tt1243381,6.5,391,2.281,7.3
tm1077037,ChhotaBheem&Krishna:Pataliputra-CityoftheDead,MOVIE,KrishnaneedsBheem'shelp:TheruinedcityofPataliputrahasbeencursed!Canthefriendsdowhatittakestobringlightbackintothistown?,2010,G,65,animation,IN,,tt6543110,,,,
tm85563,Ezra,MOVIE,"Ezra,jeuneex-soldatSierra-Léonais,essaietantbienquemalderetrouverdesrepèrespourreveniràunevienormaleaprèslaguerrecivilequiaravagésonpays.Sonquotidienestpartagéentreuncentrederéhabilitationpsychologiqueetuntribunalderéconciliationnationaleorganisésousl'égidedel'ONU.DurantleprocèsenréhabilitationauquelEzraparticipe,ildoitaffrontersasoeurquil'accusedumeurtredeleursparents.Ezra,quiatraversécetteviolenteguerrecivilecomplètementdroguéetalcoolisé,nesesouvientderien.Ezrareconnaîtra-t-ill'horreuretparcefait,permettra-t-ilàsasoeuretàsacommunautévillageoised'accéderaupardon?",2007,,105,"drama,european","GB,US,AT,FR,DE,NG",,tt0923688,6.4,274,2.368,5.7
ts124246,MightyRaju,SHOW,Afour-year-oldRajureceivessuperhumanstrengthwhenhisthenpregnantmotheraccidentallyconsumesacompoundcreatedbyhisscientistfather.,2010,,20,"animation,action",IN,4,tt6491030,4.3,61,1.225,
tm254745,FrontiersofDreamsandFears,MOVIE,"Thisheartfeltdocumentaryfromaward-winningfilmmakerMaiMasriexplorestheenduringfriendshipthatevolvesbetweentwoPalestiniangirls—Mona,whowasbornandraisedintheeconomicallymarginalizedShatilarefugeecampinBeirut,andManar,wholivesintheDheisharefugeecampunderIsraelicontrol.Thetwogirlsbegintheirfriendshipaspenpals,sharingthesimilaritiesanddifferencesoflifeinthetworefugeecamps.MonaandManararefinallyabletomeetface-to-faceattheLebanese-IsraeliborderduringIsrael'swithdrawalfromSouthLebanon.Butwhenthesecondintifadasuddenlyeruptsaroundthemshortlythereafter,bothgirlsmustfaceheart-breakingchangesintheirlives.",2001,,56,"documentation,history",PS,,tt0477653,8.2,55,0.916,
tm76399,ALoveStory,MOVIE,"IanMontesisapictureofsuccess.Despitebeingasonofashippingtycoon,Ianrefusedtojustrideinhisfather'sempire.Hebuilthisownrealestatecompanyandearnedhisfirstmillionataveryyoungage.Heneverlookedbacksincethen.Drivenbyhisambitiontobecomebetter,ifnotasgoodashisfather,Ianmanagedtomakeitonhisown.Butbehindallthegloryisamanyearningforloveandrecognition.",2007,,117,"drama,romance",PH,,tt0990433,6.4,142,2.011,5.2
ts86241,LeRobeDeMariageDesCieux,SHOW,"ItwaswithmuchdifficultythatAiQingwasabletosaveenoughmoneyandarriveinherdreamplace,Paris.Asaresult,shewasextremelyhappyaboutthis.Atthesametime,ZiHaoisalsoinParisreceivinganinternationalfashionaward,thegrandprize.Theybothgotintoabigargumentatasmallartisticshopoverasmallwoodenhorsethattheybothfellinlovewith.Intheend,withtheowner'sconsent,AiQingisabletoobtainthewoodenhorse.Theaccidentalmeetingattheairportandontheplane,causethetwoofthemtohaveanevenmoreunfavorableimpressionofeachother.",2004,TV-MA,63,,,1,,,,0.6,
tm481594,BheemvsAliens,MOVIE,"AliensfromaplanetcalledZeakeattackDholakpur.TheydestroythepalaceandtakeKingIndravarmaandPrincessIndumaticaptive.ThealiensthenproceedtoPehalwanpur.Kyto,thealienleaderchallengesBheemtoagametoreleasethekingandhisdaughter.",2010,G,69,animation,,,tt6442436,7.6,38,,
ts82592,TheTruth,SHOW,"Adeviousbusinessmancovetshispartner'spricelesstreasuremap,whilearelatedmurdercasecallsintoquestionsomebiologicalfamilyties.",2008,TV-14,44,"thriller,drama",SG,1,tt9233832,,,0.6,
tm639940,TangowithMe,MOVIE,"""TangoWithMe""isacontemporarystoryaboutforgivenessaboutsomeofourcorevaluesasapeopleandourfaith.",2010,,104,"drama,family,romance",US,,tt1686795,6.3,46,0.6,
tm404676,ToandfromNewYork,MOVIE,"WhilecoveringastoryinNewYorkCity,aSeattle-basedreporteruncoversalinkbetweentwomissingwomenthatchangesherleadentirely.Now,withhereditorbreathingdownherneck,sheworkswithherfriendandalocalartdealertoturnintheheadlineofhercareer,ataskthattakesthemprecariouslyclosetodanger.",2006,,82,,US,,,,,1.401,5.8
tm89054,OsuofiainLondon2,MOVIE,"OsuofiareturntohisNigerianvillagewithanewBritishwife,theschemingfianceeofhisdeadbrother.",2004,,72,,XX,,,,,1.091,
tm252951,Brother'sShadow,MOVIE,"JakeGrodenistheblacksheepofhisfamily.Ankledeepinfishguts,heservesouthisparoleinAlaska.Then,afteradecadeofself-imposedexile,heisforcedtoreturntohisBrooklynfamily.Hesoondiscoversthathisperfectbrother,Michaelisdead,andhebeginstryingtotakewhatMichaelhad-abeautifulwife,adoringson,controlofthefamilyfurniturebusinessandtheloveoftheirgrufffather.ForJake,thepriceofanewlifeishisidentity.",2006,,91,drama,US,,tt0468458,6.1,152,0.999,7
tm87672,Rabun,MOVIE,"Ittellsastoryaboutafree-spiritedoldercouple,PakAtanandMakInomwhodecidetospendmoretimeinthecountryaftergettingtiredofcitylife.Buttheyfindthatlifeintheoldvillageisn'tagoodthingwhentheygetcheatedbyadistantrelative,Yem,outofsomemoney.TheycuthimoffandYemplotsrevenge.Meanwhile,inthecity,thecouple'sdaughterOrkedisbeingwooedbyayounggentleman,",2003,,90,"drama,family",MY,,tt0368190,7.6,85,1.201,7
ts20660,Shameless,SHOW,"ChicagoanFrankGallagheristheproudsingledadofsixsmart,industrious,independentkids,whowithouthimwouldbe...perhapsbetteroff.WhenFrank'snotatthebarspendingwhatlittlemoneytheyhave,he'spassedoutonthefloor.Butthekidshavefoundwaystogrowupinspiteofhim.Theymaynotbelikeanyfamilyyouknow,buttheymakenoapologiesforbeingexactlywhotheyare.",2011,TV-MA,54,"drama,comedy",US,11,tt1586680,8.6,234232,252.934,8.112
tm68272,ProjectX,MOVIE,"Threehighschoolseniorsthrowapartytomakeanameforthemselves.Asthenightprogresses,thingsspiraloutofcontrolaswordofthepartyspreads.",2012,R,88,comedy,US,,tt1636826,6.6,207830,148.44,6.8
tm61801,ZeroDarkThirty,MOVIE,"Achronicleofthedecade-longhuntforal-QaedaterroristleaderOsamabinLadenaftertheSeptember2001attacks,andhisdeathatthehandsoftheNavyS.E.A.L.Team6inMay,2011.",2012,R,157,"thriller,drama,history,war",US,,tt1790885,7.4,296416,24.241,7
tm44730,TheAmazingSpider-Man,MOVIE,"PeterParkerisanoutcasthighschoolerabandonedbyhisparentsasaboy,leavinghimtoberaisedbyhisUncleBenandAuntMay.Likemostteenagers,Peteristryingtofigureoutwhoheisandhowhegottobethepersonheistoday.AsPeterdiscoversamysteriousbriefcasethatbelongedtohisfather,hebeginsaquesttounderstandhisparents'disappearance–leadinghimdirectlytoOscorpandthelabofDr.CurtConnors,hisfather'sformerpartner.AsSpider-ManissetonacollisioncoursewithConnors'alterego,TheLizard,Peterwillmakelife-alteringchoicestousehispowersandshapehisdestinytobecomeahero.",2012,PG-13,136,"action,fantasy,scifi",US,,tt0948470,6.9,646119,159.056,6.7
ts21095,TeenageMutantNinjaTurtles,SHOW,"TheTeenageMutantNinjaTurtlesarebackinanall-newanimatedseriesonNickelodeon!Surfacingtopsideforthefirsttimeontheirfifteenthbirthday,thetitularturtles,Leonardo,Michelangelo,RaphaelandDonatello,findthatlifeoutofthesewersisn'texactlywhattheythoughtitwouldbe.NowtheturtlesmustworktogetherasateamtotakeonnewenemiesthatarisetotakeoverNewYorkCity.",2012,TV-Y7,24,"animation,scifi,action,family,thriller,horror,fantasy,crime,comedy,drama",US,5,tt1877889,7.8,10809,48.881,8.3
tm39888,TheDarkKnightRises,MOVIE,"FollowingthedeathofDistrictAttorneyHarveyDent,BatmanassumesresponsibilityforDent'scrimestoprotectthelateattorney'sreputationandissubsequentlyhuntedbytheGothamCityPoliceDepartment.Eightyearslater,BatmanencountersthemysteriousSelinaKyleandthevillainousBane,anewterroristleaderwhooverwhelmsGotham'sfinest.TheDarkKnightresurfacestoprotectacitythathasbrandedhimanenemy.",2012,PG-13,165,"thriller,action,drama,crime",US,,tt1345836,8.4,1669067,91.76,7.768
tm166978,Mission:Impossible-GhostProtocol,MOVIE,"EthanHuntandhisteamareracingagainsttimetotrackdownadangerousterroristnamedHendricks,whohasgainedaccesstoRussiannuclearlaunchcodesandisplanningastrikeontheUnitedStates.AnattempttostophimendsinanexplosioncausingseveredestructiontotheKremlinandtheIMFtobeimplicatedinthebombing,forcingthePresidenttodisavowthem.Nolongerbeingaidedbythegovernment,EthanandhisteamchaseHendricksaroundtheglobe,althoughtheymightstillbetoolatetostopadisaster.",2011,PG-13,132,"thriller,action",US,,tt1229238,7.4,485301,76.839,7
ts20564,NewGirl,SHOW,"JessicaDayisanoffbeatandadorablegirlinherlate20swho,afterabadbreakup,movesinwiththreesingleguys.Goofy,positive,vulnerableandhonesttoafault,Jesshasfaithinpeople,evenwhensheshouldn't.Althoughshe'sdorkyandawkward,she'scomfortableinherownskin.Morepronetofriendshipswithwomen,she'snotusedtohangingwiththeboys—especiallyathome.",2011,TV-14,21,"comedy,romance",US,7,tt1826940,7.7,219079,72.923,7.3
ts8175,CalltheMidwife,SHOW,"Dramafollowingthelivesofagroupofmidwivesworkinginthepoverty-strickenEastEndofLondonduringthe1950s,basedonthebest-sellingmemoirsofJenniferWorth.",2012,TV-PG,55,"family,drama,history,european",GB,11,tt1983079,8.5,26146,25.211,7.4
ts278,BlackMirror,SHOW,"AcontemporaryBritishre-workingofTheTwilightZonewithstoriesthattapintothecollectiveuneaseaboutourmodernworld. 

Overthelasttenyears,technologyhastransformedalmosteveryaspectofourlivesbeforewe'vehadtimetostopandquestionit.Ineveryhome;oneverydesk;ineverypalm-aplasmascreen;amonitor;asmartphone-ablackmirrorofour21stCenturyexistence.",2011,TV-MA,59,"drama,scifi,thriller,european",GB,5,tt2085059,8.8,526383,90.552,8.3
tm170442,MarginCall,MOVIE,Athrillerthatrevolvesaroundthekeypeopleataninvestmentbankovera24-hourperiodduringtheearlystagesofthefinancialcrisis.,2011,R,107,"thriller,drama",US,,tt1615147,7.1,128874,14.851,6.8
tm41792,DjangoUnchained,MOVIE,"WiththehelpofaGermanbountyhunter,afreedslavesetsouttorescuehiswifefromabrutalMississippiplantationowner.",2012,R,165,"western,drama",US,,tt1853728,8.4,1472668,66.924,8.15
ts21580,Longmire,SHOW,AWyomingsheriffrebuildshislifeandcareerfollowingthedeathofhiswife.Basedonthe“WaltLongmire”seriesofmysterynovelswrittenbybest-sellingauthorCraigJohnson.,2012,TV-14,53,"drama,western,crime,action",US,6,tt1836037,8.3,35021,36.854,7.8
ts32835,HunterxHunter,SHOW,"Twelve-year-oldGonFreecssonedaydiscoversthatthefatherhehadalwaysbeentoldwasdeadwasalive.HisFather,Ging,isaHunter—amemberofsociety'selitewithalicensetogoanywhereordoalmostanything.Gon,determinedtofollowinhisfather'sfootsteps,decidestotaketheHunterExaminationandeventuallyfindhisfathertoprovehimselfasaHunterinhisownright.Butontheway,helearnsthatthereismoretobecomingaHunterthanpreviouslythought,andthechallengesthathemustfaceareconsideredthetoughestintheworld.",2011,TV-14,23,"action,animation,comedy,fantasy",JP,3,tt2098220,9,92162,178.265,8.8
ts21599,InkMaster,SHOW,"HostedbyrocklegendDaveNavarroandjudgedbyiconsofthetattooworld,ChrisNúñezandOliverPeck,agroupofthecountry'smostcreativeandskilledtattooartistscompeteforahundredthousanddollarsandthetitleofInkMaster.Thestakescouldn'tbehigherwith""livingcanvasses""donatingtheirskintobepermanentlymarkedinthisadrenalizedcompetitionelimination.",2012,TV-14,42,reality,US,13,tt1865740,7.4,3998,13.078,7.9
tm32982,LesMisérables,MOVIE,"AnadaptationofthesuccessfulstagemusicalbasedonVictorHugo'sclassicnovelsetin19th-centuryFrance,inwhichaparoledprisonernamedJeanValjeanseeksredemption.",2012,PG-13,158,"drama,history,romance,war","US,GB",,tt1707386,7.5,327017,21.858,7.3
tm60292,Argo,MOVIE,"AstheIranianrevolutionreachesaboilingpoint,aCIA'exfiltration'specialistconcoctsariskyplantofreesixAmericanswhohavefoundshelteratthehomeoftheCanadianambassador.",2012,R,120,"thriller,drama","GB,US",,tt1024648,7.7,600392,18.069,7.3
ts27680,LastTangoinHalifax,SHOW,"CeliaandAlanarebothwidowedandintheirseventies.WhentheirrespectivegrandsonsputtheirdetailsonFacebook,theyrediscoverapassionaterelationshipthatstartedoversixtyyearsago.",2012,TV-14,58,"drama,comedy,romance,european",GB,5,tt2216156,8.3,7017,3.392,7.3
ts20433,JoJo'sBizarreAdventure,SHOW,"FollowtheintergenerationalfeudbetweentheJoestarFamilyandvariousforcesofevil,themostprominentofwhichisDioBrandoandhisfollowers.",2012,TV-MA,24,"scifi,animation,action,comedy,drama,fantasy,horror,thriller",JP,5,tt2359704,8.4,21354,64.047,8.8
tm171885,KungFuPanda2,MOVIE,"PoisnowlivinghisdreamasTheDragonWarrior,protectingtheValleyofPeacealongsidehisfriendsandfellowkungfumasters,TheFuriousFive-Tigress,Crane,Mantis,ViperandMonkey.ButPo’snewlifeofawesomenessisthreatenedbytheemergenceofaformidablevillain,whoplanstouseasecret,unstoppableweapontoconquerChinaanddestroykungfu.ItisuptoPoandTheFuriousFivetojourneyacrossChinatofacethisthreatandvanquishit.ButhowcanPostopaweaponthatcanstopkungfu?Hemustlooktohispastanduncoverthesecretsofhismysteriousorigins;onlythenwillhebeabletounlockthestrengthheneedstosucceed.",2011,PG,90,"animation,family,comedy,fantasy,drama,action",US,,tt1302011,7.2,280433,69.551,6.9
tm158304,Contagion,MOVIE,"Asanepidemicofalethalairbornevirus-thatkillswithindays-rapidlygrows,theworldwidemedicalcommunityracestofindacureandcontrolthepanicthatspreadsfasterthanthevirusitself.",2011,PG-13,106,"drama,thriller,scifi,action","AE,US",,tt1598778,6.8,301531,33.992,6.6
ts17598,Arrow,SHOW,"SpoiledbillionaireplayboyOliverQueenismissingandpresumeddeadwhenhisyachtislostatsea.Hereturnsfiveyearslaterachangedman,determinedtocleanupthecityasahoodedvigilantearmedwithabow.",2012,TV-14,42,"action,crime,drama,thriller,scifi",US,8,tt2193021,7.5,427871,122.099,6.7
ts20458,Ninjago:MastersofSpinjitzu,SHOW,"Whenthefateoftheirworld,Ninjago,ischallengedbygreatthreats,it'suptotheninja:Kai,Jay,Cole,Zane,LloydandNyatosavetheworld.",2012,TV-Y7,17,"animation,comedy,family,scifi,action,fantasy,european","DK,US",16,tt1871731,7.3,4798,67.932,7.8
ts20429,SwordArtOnline,SHOW,"Inthenearfuture,aVirtualRealityMassiveMultiplayerOnlineRole-PlayingGame(VRMMORPG)calledSwordArtOnlinehasbeenreleasedwhereplayerscontroltheiravatarswiththeirbodiesusingapieceoftechnologycalledNerveGear.Oneday,playersdiscovertheycannotlogout,asthegamecreatorisholdingthemcaptiveunlesstheyreachthe100thfloorofthegame'stoweranddefeatthefinalboss.However,iftheydieinthegame,theydieinreallife.Theirstruggleforsurvivalstartsnow...",2012,TV-MA,23,"scifi,action,animation,drama,western,fantasy,thriller,romance,comedy",JP,4,tt2250192,7.6,44606,58.325,8.284
ts20457,TheLegendofKorra,SHOW,"AvatarKorra,aheadstrong,rebellious,feistyyoungwomanwhocontinuallychallengesandbreakswithtradition,isonherquesttobecomeafullyrealizedAvatar.Inthisstory,theAvatarstrugglestofindbalancewithinherself.",2012,TV-Y7,23,"animation,drama,family,scifi,action,fantasy,comedy",US,4,tt1695360,8.4,119272,56.153,8.307
tm178201,SherlockHolmes:AGameofShadows,MOVIE,"Thereisanewcriminalmastermindatlarge(ProfessorMoriarty)andnotonlyisheHolmes’intellectualequal,buthiscapacityforevilandlackofconsciencemaygivehimanadvantageoverthedetective.",2011,PG-13,129,"action,crime,thriller","GB,US",,tt1515091,7.4,449965,51.119,7.1
tm36237,Contraband,MOVIE,"Whenhisbrother-in-lawrunsafoulofadruglord,familymanChrisFarradayturnstoaskillheabandonedlongago—smuggling—torepaythedebt.Butthejobgoeswrong,andFarradayfindshimselfwantedbycops,crooksandkillersalike.",2012,R,109,"action,drama,crime,thriller","FR,US,GB",,tt1524137,6.4,122383,46.41,6.3
tm40319,Savages,MOVIE,PotgrowersBenandChonfaceoffagainsttheMexicandrugcartelwhokidnappedtheirsharedgirlfriend.,2012,R,131,"drama,thriller,crime,action",US,,tt1615065,6.4,129746,15.525,6.4
ts6506,TheBorgias,SHOW,"Setin15thcenturyItalyattheheightoftheRenaissance,TheBorgiaschroniclesthecorruptriseofpatriarchRodrigoBorgiatothepapacy,whereheproceedstocommiteverysininthebooktoamassandretainpower,influenceandenormouswealthforhimselfandhisfamily.",2011,TV-MA,51,"drama,crime,history,romance","HU,US,CA",3,tt1582457,7.9,51041,18.887,7.6
ts9794,ComediansinCarsGettingCoffee,SHOW,"Jerrytakeshiscomedypalsoutforcoffeeinaselectionofhisclassicautomobiles.LarryDavidsumsitupbestwhenhesays,'You'vefinallymadeashowaboutnothing.'",2012,TV-14,19,"comedy,animation,family",US,11,tt2314952,8,12522,13.067,7.1
ts33338,TopBoy,SHOW,"AthrillingandrawcrimedramafollowingagangofdrugdealersinHackney,London-anhonestandgrippingrenditionofinner-citydrugandgangculture.",2011,TV-MA,48,"drama,crime,thriller,european",GB,2,tt1830379,8.4,24165,14.536,7.4
tm39896,DarkShadows,MOVIE,VampireBarnabasCollinsisinadvertentlyfreedfromhistombandemergesintotheverychangedworldof1972.HereturnstoCollinwoodManortofindthathisonce-grandestateandfamilyhavefallenintoruin.,2012,PG-13,113,"comedy,fantasy,horror",US,,tt1077368,6.2,265626,48.204,6
tm74848,TotalRecall,MOVIE,"WelcometoRekall,thecompanythatcanturnyourdreamsintorealmemories.ForafactoryworkernamedDouglasQuaid,eventhoughhe'sgotabeautifulwifewhoheloves,themind-tripsoundsliketheperfectvacationfromhisfrustratinglife-realmemoriesoflifeasasuper-spymightbejustwhatheneeds.Butwhentheproceduregoeshorriblywrong,Quaidbecomesahuntedman.Findinghimselfontherunfromthepolice-controlledbyChancellorCohaagen,theleaderofthefreeworld-QuaidteamsupwitharebelfightertofindtheheadoftheundergroundresistanceandstopCohaagen.ThelinebetweenfantasyandrealitygetsblurredandthefateofhisworldhangsinthebalanceasQuaiddiscovershistrueidentity,histruelove,andhistruefate.",2012,PG-13,118,"scifi,thriller,action,crime","CA,US",,tt1386703,6.2,253352,51.651,5.967
ts27468,Transformers:RescueBots,SHOW,AteamofspecializedAutobotsnotquitereadyforprime-timebattlesagainsttheDecepticonsisgivenavitalmissionbyOptimusPrime.ThegoalfortheBotsistolearnaboutmankindandhowtohelpotherstofindoutwhatitreallymeanstobeahero.,2012,TV-Y7,22,"scifi,action,animation,comedy,family",US,4,tt2139371,6.4,925,9.697,8.2
ts20500,Lilyhammer,SHOW,"AfterFrankTheFixerTaglianotestifiesagainsthisMafiabossinNewYork,heenterstheWitnessProtectionProgramandmakesanunusualdemand:hewantstobesetupwithanewlifeintheNorwegiansmalltownofLillehammerorashecallsit,Lilyhammer.",2012,TV-MA,45,"comedy,crime,drama",NO,3,tt1958961,7.9,29366,15.363,7.4
tm168921,TheSmurfs,MOVIE,"WhentheevilwizardGargamelchasesthetinyblueSmurfsoutoftheirvillage,theytumblefromtheirmagicalworldandintoours--infact,smackdabinthemiddleofCentralPark.JustthreeappleshighandstuckintheBigApple,theSmurfsmustfindawaytogetbacktotheirvillagebeforeGargameltracksthemdown.",2011,PG,103,"animation,family,action,comedy,fantasy",US,,tt0472181,5.4,90097,56.324,5.8
tm160132,SoulSurfer,MOVIE,"ThetruestoryofteensurferBethanyHamilton,wholostherarminasharkattackandcourageouslyovercamealloddstobecomeachampionagain,throughhersheerdeterminationandunwaveringfaith.",2011,PG,106,"drama,family,sport",US,,tt1596346,7,49599,42.736,7.1
tm49592,LOL,MOVIE,"InaworldconnectedbyYouTube,iTunes,andFacebook,Lolaandherfriendsnavigatethepeerpressuresofhighschoolromanceandfriendshipwhiledodgingtheirsometimesoverbearingandconfusedparents.WhenLola'smom,Anne,""accidentally""readsherteenagedaughter'sracyjournal,sherealizesjusthowwidetheircommunicationgaphasgrown.",2012,PG-13,92,"drama,comedy,romance",US,,tt1592873,4.3,55976,14.465,6.1
